配置,模型,指标,阶段,均值
关闭重启与下界保护,不使用 GP,2-opt 平均改进（百分点）,第 1–250 轮,12.83204079460789
关闭重启与下界保护,不使用 GP,2-opt 平均改进（百分点）,第 251–1000 轮,0.08604833721242504
关闭重启与下界保护,不使用 GP,2-opt 平均改进（百分点）,第 1001–2500 轮,0.06874570154852017
关闭重启与下界保护,不使用 GP,2-opt 平均改进（百分点）,第 2501–5000 轮,0.06849506421411236
关闭重启与下界保护,不使用 GP,同一路径经 2-opt 后的边保留率,第 1–250 轮,0.8746055671875002
关闭重启与下界保护,不使用 GP,同一路径经 2-opt 后的边保留率,第 251–1000 轮,0.9996661807291666
关闭重启与下界保护,不使用 GP,同一路径经 2-opt 后的边保留率,第 1001–2500 轮,0.9997642671875
关闭重启与下界保护,不使用 GP,同一路径经 2-opt 后的边保留率,第 2501–5000 轮,0.999766865
关闭重启与下界保护,不使用 GP,每百轮改进全局最优的次数,第 1–250 轮,12.3775
关闭重启与下界保护,不使用 GP,每百轮改进全局最优的次数,第 251–1000 轮,0.08
关闭重启与下界保护,不使用 GP,每百轮改进全局最优的次数,第 1001–2500 轮,0.005416666666666667
关闭重启与下界保护,不使用 GP,每百轮改进全局最优的次数,第 2501–5000 轮,0.003
关闭重启与下界保护,不使用 GP,信息素下界触发比例,第 1–250 轮,0.0
关闭重启与下界保护,不使用 GP,信息素下界触发比例,第 251–1000 轮,0.0
关闭重启与下界保护,不使用 GP,信息素下界触发比例,第 1001–2500 轮,0.0
关闭重启与下界保护,不使用 GP,信息素下界触发比例,第 2501–5000 轮,0.0
关闭重启与下界保护,不使用 GP,每百轮重启次数,第 1–250 轮,0.0
关闭重启与下界保护,不使用 GP,每百轮重启次数,第 251–1000 轮,0.0
关闭重启与下界保护,不使用 GP,每百轮重启次数,第 1001–2500 轮,0.0
关闭重启与下界保护,不使用 GP,每百轮重启次数,第 2501–5000 轮,0.0
关闭重启与下界保护,不使用 GP,每轮硬上界裁剪次数,第 1–250 轮,0.0
关闭重启与下界保护,不使用 GP,每轮硬上界裁剪次数,第 251–1000 轮,0.0
关闭重启与下界保护,不使用 GP,每轮硬上界裁剪次数,第 1001–2500 轮,0.0
关闭重启与下界保护,不使用 GP,每轮硬上界裁剪次数,第 2501–5000 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,实际强化路径的平均 gap（%）,第 1–250 轮,1.7709571819783738
关闭重启与下界保护,第一个 GP 表达式,实际强化路径的平均 gap（%）,第 251–1000 轮,0.6145339575926838
关闭重启与下界保护,第一个 GP 表达式,实际强化路径的平均 gap（%）,第 1001–2500 轮,0.6087808179141119
关闭重启与下界保护,第一个 GP 表达式,实际强化路径的平均 gap（%）,第 2501–5000 轮,0.6058703742295206
关闭重启与下界保护,第一个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 1–250 轮,0.03631413891372582
关闭重启与下界保护,第一个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 251–1000 轮,1.8581684805433975e-05
关闭重启与下界保护,第一个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 1001–2500 轮,5.240424216783966e-06
关闭重启与下界保护,第一个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 2501–5000 轮,2.653562033861296e-06
关闭重启与下界保护,第一个 GP 表达式,强化路径年龄（轮）,第 1–250 轮,13.7565
关闭重启与下界保护,第一个 GP 表达式,强化路径年龄（轮）,第 251–1000 轮,467.848825
关闭重启与下界保护,第一个 GP 表达式,强化路径年龄（轮）,第 1001–2500 轮,1560.2838416666666
关闭重启与下界保护,第一个 GP 表达式,强化路径年龄（轮）,第 2501–5000 轮,3501.518575
关闭重启与下界保护,第一个 GP 表达式,用于历史来源的预算比例,第 1–250 轮,0.36
关闭重启与下界保护,第一个 GP 表达式,用于历史来源的预算比例,第 251–1000 轮,0.9986666666666667
关闭重启与下界保护,第一个 GP 表达式,用于历史来源的预算比例,第 1001–2500 轮,1.0
关闭重启与下界保护,第一个 GP 表达式,用于历史来源的预算比例,第 2501–5000 轮,1.0
关闭重启与下界保护,第一个 GP 表达式,构造路径平均 gap（%）,第 1–250 轮,11.84214643301857
关闭重启与下界保护,第一个 GP 表达式,构造路径平均 gap（%）,第 251–1000 轮,0.7497027850040924
关闭重启与下界保护,第一个 GP 表达式,构造路径平均 gap（%）,第 1001–2500 轮,0.7213746564697948
关闭重启与下界保护,第一个 GP 表达式,构造路径平均 gap（%）,第 2501–5000 轮,0.7202342827967306
关闭重启与下界保护,第一个 GP 表达式,2-opt 后路径平均 gap（%）,第 1–250 轮,2.7556157640415084
关闭重启与下界保护,第一个 GP 表达式,2-opt 后路径平均 gap（%）,第 251–1000 轮,0.6273441463686176
关闭重启与下界保护,第一个 GP 表达式,2-opt 后路径平均 gap（%）,第 1001–2500 轮,0.6187902489563633
关闭重启与下界保护,第一个 GP 表达式,2-opt 后路径平均 gap（%）,第 2501–5000 轮,0.6157727296761526
关闭重启与下界保护,第一个 GP 表达式,构造路径最优 gap（%）,第 1–250 轮,8.007696674324382
关闭重启与下界保护,第一个 GP 表达式,构造路径最优 gap（%）,第 251–1000 轮,0.6151559977038669
关闭重启与下界保护,第一个 GP 表达式,构造路径最优 gap（%）,第 1001–2500 轮,0.6091772919484474
关闭重启与下界保护,第一个 GP 表达式,构造路径最优 gap（%）,第 2501–5000 轮,0.6062316435319651
关闭重启与下界保护,第一个 GP 表达式,2-opt 后本轮最优 gap（%）,第 1–250 轮,1.8072713208920999
关闭重启与下界保护,第一个 GP 表达式,2-opt 后本轮最优 gap（%）,第 251–1000 轮,0.6145525392774891
关闭重启与下界保护,第一个 GP 表达式,2-opt 后本轮最优 gap（%）,第 1001–2500 轮,0.6087860583383286
关闭重启与下界保护,第一个 GP 表达式,2-opt 后本轮最优 gap（%）,第 2501–5000 轮,0.6058730277915542
关闭重启与下界保护,第一个 GP 表达式,构造路径较优七条平均 gap（%）,第 1–250 轮,9.16805003042103
关闭重启与下界保护,第一个 GP 表达式,构造路径较优七条平均 gap（%）,第 251–1000 轮,0.6179941004631189
关闭重启与下界保护,第一个 GP 表达式,构造路径较优七条平均 gap（%）,第 1001–2500 轮,0.6115453447985963
关闭重启与下界保护,第一个 GP 表达式,构造路径较优七条平均 gap（%）,第 2501–5000 轮,0.6083752797849769
关闭重启与下界保护,第一个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 1–250 轮,2.0911017475847573
关闭重启与下界保护,第一个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 251–1000 轮,0.6146386600900414
关闭重启与下界保护,第一个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 1001–2500 轮,0.6088244045837837
关闭重启与下界保护,第一个 GP 表达式,2-opt 后较优七条平均 gap（%）,第 2501–5000 轮,0.6058976175977937
关闭重启与下界保护,第一个 GP 表达式,同轮同来源内更新树输出的标准差,第 1–250 轮,0.29817225086449406
关闭重启与下界保护,第一个 GP 表达式,同轮同来源内更新树输出的标准差,第 251–1000 轮,0.0010430101740268164
关闭重启与下界保护,第一个 GP 表达式,同轮同来源内更新树输出的标准差,第 1001–2500 轮,0.00073466510874153
关闭重启与下界保护,第一个 GP 表达式,同轮同来源内更新树输出的标准差,第 2501–5000 轮,0.0006987874962343209
关闭重启与下界保护,第一个 GP 表达式,更新树输出饱和比例,第 1–250 轮,0.4635628
关闭重启与下界保护,第一个 GP 表达式,更新树输出饱和比例,第 251–1000 轮,0.21472739999999996
关闭重启与下界保护,第一个 GP 表达式,更新树输出饱和比例,第 1001–2500 轮,0.21677428333333335
关闭重启与下界保护,第一个 GP 表达式,更新树输出饱和比例,第 2501–5000 轮,0.21679371500000003
关闭重启与下界保护,第一个 GP 表达式,2-opt 平均改进（百分点）,第 1–250 轮,9.086530858714118
关闭重启与下界保护,第一个 GP 表达式,2-opt 平均改进（百分点）,第 251–1000 轮,0.12235914098266444
关闭重启与下界保护,第一个 GP 表达式,2-opt 平均改进（百分点）,第 1001–2500 轮,0.1025849691261252
关闭重启与下界保护,第一个 GP 表达式,2-opt 平均改进（百分点）,第 2501–5000 轮,0.10446219549228777
关闭重启与下界保护,第一个 GP 表达式,同一路径经 2-opt 后的边保留率,第 1–250 轮,0.9148342765625
关闭重启与下界保护,第一个 GP 表达式,同一路径经 2-opt 后的边保留率,第 251–1000 轮,0.9994763171875
关闭重启与下界保护,第一个 GP 表达式,同一路径经 2-opt 后的边保留率,第 1001–2500 轮,0.9995939549479167
关闭重启与下界保护,第一个 GP 表达式,同一路径经 2-opt 后的边保留率,第 2501–5000 轮,0.9995951350000001
关闭重启与下界保护,第一个 GP 表达式,每百轮改进全局最优的次数,第 1–250 轮,11.905
关闭重启与下界保护,第一个 GP 表达式,每百轮改进全局最优的次数,第 251–1000 轮,0.04666666666666667
关闭重启与下界保护,第一个 GP 表达式,每百轮改进全局最优的次数,第 1001–2500 轮,0.010416666666666666
关闭重启与下界保护,第一个 GP 表达式,每百轮改进全局最优的次数,第 2501–5000 轮,0.00375
关闭重启与下界保护,第一个 GP 表达式,信息素下界触发比例,第 1–250 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,信息素下界触发比例,第 251–1000 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,信息素下界触发比例,第 1001–2500 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,信息素下界触发比例,第 2501–5000 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每百轮重启次数,第 1–250 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每百轮重启次数,第 251–1000 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每百轮重启次数,第 1001–2500 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每百轮重启次数,第 2501–5000 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每轮硬上界裁剪次数,第 1–250 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每轮硬上界裁剪次数,第 251–1000 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每轮硬上界裁剪次数,第 1001–2500 轮,0.0
关闭重启与下界保护,第一个 GP 表达式,每轮硬上界裁剪次数,第 2501–5000 轮,0.0
关闭重启与下界保护,第二个 GP 表达式,实际强化路径的平均 gap（%）,第 1–250 轮,1.5435350882727676
关闭重启与下界保护,第二个 GP 表达式,实际强化路径的平均 gap（%）,第 251–1000 轮,0.6533907349676091
关闭重启与下界保护,第二个 GP 表达式,实际强化路径的平均 gap（%）,第 1001–2500 轮,0.6478535922335936
关闭重启与下界保护,第二个 GP 表达式,实际强化路径的平均 gap（%）,第 2501–5000 轮,0.6461242714177738
关闭重启与下界保护,第二个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 1–250 轮,0.021407351372717372
关闭重启与下界保护,第二个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 251–1000 轮,1.8670592969457847e-05
关闭重启与下界保护,第二个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 1001–2500 轮,3.28501732669657e-06
关闭重启与下界保护,第二个 GP 表达式,强化路径优于本轮最优路径的幅度（百分点）,第 2501–5000 轮,3.3729652548722496e-06
关闭重启与下界保护,第二个 GP 表达式,强化路径年龄（轮）,第 1–250 轮,19.23845
关闭重启与下界保护,第二个 GP 表达式,强化路径年龄（轮）,第 251–1000 轮,484.35914166666663
关闭重启与下界保护,第二个 GP 表达式,强化路径年龄（轮）,第 1001–2500 轮,1582.5826958333332
关闭重启与下界保护,第二个 GP 表达式,强化路径年龄（轮）,第 2501–5000 轮,3522.2044375
关闭重启与下界保护,第二个 GP 表达式,用于历史来源的预算比例,第 1–250 轮,0.36
关闭重启与下界保护,第二个 GP 表达式,用于历史来源的预算比例,第 251–1000 轮,0.9986666666666667
关闭重启与下界保护,第二个 GP 表达式,用于历史来源的预算比例,第 1001–2500 轮,1.0
关闭重启与下界保护,第二个 GP 表达式,用于历史来源的预算比例,第 2501–5000 轮,1.0
关闭重启与下界保护,第二个 GP 表达式,构造路径平均 gap（%）,第 1–250 轮,9.20759191608971
关闭重启与下界保护,第二个 GP 表达式,构造路径平均 gap（%）,第 251–1000 轮,0.8125980327150389
关闭重启与下界保护,第二个 GP 表达式,构造路径平均 gap（%）,第 1001–2500 轮,0.7729281127315122
关闭重启与下界保护,第二个 GP 表达式,构造路径平均 gap（%）,第 2501–5000 轮,0.7727290994049971
关闭重启与下界保护,第二个 GP 表达式,2-opt 后路径平均 gap（%）,第 1–250 轮,2.332892728241749
关闭重启与下界保护,第二个 GP 表达式,2-opt 后路径平均 gap（%）,第 251–1000 轮,0.6692609321750738
